review_id,rule_id,rule_type,current_review_status,engine_status,review_reason,product_line,product_id,step_id,option_group,regions,strength,confidence,message,source_workbook,source_sheet,source_cell,normalized_payload,review_decision,final_rule_type,final_effect,reviewer,reviewed_at,review_notes
dt_review:0112,decision_tree:0112,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6704530,Step 3,Must Select Floor Mount Tube Stand (FMT) type,,info,0.45,"Floor Mount Tube Stand,Touch Screen, Z Motorized, includes include Z-Pot continue SID and X-Detent on Track Rail and Y-Detent on the transverse | For Digital system only select: Step 9a 6701585 or 6701593 or 8621765 or 8621773 or No WS Step 11a 6701668 or 6701692 or No Table",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C33,"{""message"": ""Floor Mount Tube Stand,Touch Screen, Z Motorized, includes include Z-Pot continue SID and X-Detent on Track Rail and Y-Detent on the transverse | For Digital system only select: Step 9a 6701585 or 6701593 or 8621765 or 8621773 or No WS Step 11a 6701668 or 6701692 or No Table""}",,note,info,,,
dt_review:0113,decision_tree:0113,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6704548,Step 3,Must Select Floor Mount Tube Stand (FMT) type,,info,0.45,"Floor Mount Tube Stand,Touch Screen, Z & ALPHA Motorized, includes include Z-Pot continue SID and X-Detent on Track Rail and Y-Detent on the transverse and Alpha motor | For Digital system only be select: Step 9a 6701585 or 6701593 Step 11a 6701668 or 6701692 or No Table",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C34,"{""message"": ""Floor Mount Tube Stand,Touch Screen, Z & ALPHA Motorized, includes include Z-Pot continue SID and X-Detent on Track Rail and Y-Detent on the transverse and Alpha motor | For Digital system only be select: Step 9a 6701585 or 6701593 Step 11a 6701668 or 6701692 or No Table""}",,note,info,,,
dt_review:0114,decision_tree:0114,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 4A,Must Select Longitudinal,,hard_block,0.75,Step 4A | Must Select Longitudinal,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C36,"{""option_group"": ""Must Select Longitudinal"", ""required_selection_text"": ""Step 4A | Must Select Longitudinal"", ""step_id"": ""Step 4A""}",,must_select,hard_block,,,
dt_review:0115,decision_tree:0115,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 4B,Must Select High Tension Cable Bundle,,hard_block,0.75,Step 4B | Must Select High Tension Cable Bundle,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C41,"{""option_group"": ""Must Select High Tension Cable Bundle"", ""required_selection_text"": ""Step 4B | Must Select High Tension Cable Bundle"", ""step_id"": ""Step 4B""}",,must_select,hard_block,,,
dt_review:0116,decision_tree:0116,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6704944,Step 4B,Must Select High Tension Cable Bundle,,info,0.45,"Compass FMT Cable bundle HV,Rotor,Power,Grounding, E-chain,CANBUS,Ethernet 45ft",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C43,"{""message"": ""Compass FMT Cable bundle HV,Rotor,Power,Grounding, E-chain,CANBUS,Ethernet 45ft""}",,note,info,,,
dt_review:0117,decision_tree:0117,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6704951,Step 4B,Must Select High Tension Cable Bundle,,info,0.45,"Compass FMT Cable bundle HV,Rotor,Power,Grounding, E-chain,CANBUS,Ethernet - 65 Ft",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C44,"{""message"": ""Compass FMT Cable bundle HV,Rotor,Power,Grounding, E-chain,CANBUS,Ethernet - 65 Ft""}",,note,info,,,
dt_review:0118,decision_tree:0118,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 4C,Select Factory Install Tubestand Options,,info,0.45,Step 4C | Select Factory Install Tubestand Options,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C46,"{""message"": ""Step 4C | Select Factory Install Tubestand Options""}",,note,info,,,
dt_review:0119,decision_tree:0119,choose_one,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 5,Must Select one of the following Collimator Options,,hard_block,0.9,Step 5 | Must Select one of the following Collimator Options,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C50,"{""max"": 1, ""min"": 1, ""option_group"": ""Must Select one of the following Collimator Options"", ""source_text"": ""Step 5 | Must Select one of the following Collimator Options"", ""step_id"": ""Step 5""}",,choose_one,hard_block,,,
dt_review:0120,decision_tree:0120,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 5A,Select Desired MC150 Collimator Options,,info,0.45,Step 5A | Select Desired MC150 Collimator Options,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C56,"{""message"": ""Step 5A | Select Desired MC150 Collimator Options""}",,note,info,,,
dt_review:0121,decision_tree:0121,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705131,Step 5A,Select Desired MC150 Collimator Options,,info,0.45,MC150 Filterwheel Must be factory installed,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C58,"{""message"": ""MC150 Filterwheel Must be factory installed""}",,note,info,,,
dt_review:0122,decision_tree:0122,exclude,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705149,Step 5A,Select Desired MC150 Collimator Options,,hard_block,0.75,"MC150 vS1 Filter Rail, Does not support SoftDAP | Must be selected when GCC Revisiong",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C59,"{""cannot_combine_text"": ""MC150 vS1 Filter Rail, Does not support SoftDAP | Must be selected when GCC Revisiong"", ""product_id"": ""6705149""}",,exclude,hard_block,,,
dt_review:0123,decision_tree:0123,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705156,Step 5A,Select Desired MC150 Collimator Options,,info,0.45,MC150 vS1 Blade Feedback for SoftDAP POT Digital DRX Console ONLY | Must be selected when Soft DAP,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C60,"{""message"": ""MC150 vS1 Blade Feedback for SoftDAP POT Digital DRX Console ONLY | Must be selected when Soft DAP""}",,note,info,,,
dt_review:0124,decision_tree:0124,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 6,Select Detectors to be used,,info,0.45,Step 6 | Select Detectors to be used,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C62,"{""message"": ""Step 6 | Select Detectors to be used""}",,note,info,,,
dt_review:0125,decision_tree:0125,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8624850,Step 6,Select Detectors to be used,,info,0.45,All system detector must be DRX Plus or Focus HD if selected | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C64,"{""message"": ""All system detector must be DRX Plus or Focus HD if selected | Must be stected DRX Bucky""}",,note,info,,,
dt_review:0126,decision_tree:0126,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8624959,Step 6,Select Detectors to be used,,info,0.45,All system detector must be DRX Plus or Focus HD if selected | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C65,"{""message"": ""All system detector must be DRX Plus or Focus HD if selected | Must be stected DRX Bucky""}",,note,info,,,
dt_review:0127,decision_tree:0127,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8615205,Step 6,Select Detectors to be used,,info,0.45,All system detector must be DRX Plus or Focus HD if selected | Only for tabletop,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C66,"{""message"": ""All system detector must be DRX Plus or Focus HD if selected | Only for tabletop""}",,note,info,,,
dt_review:0128,decision_tree:0128,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6701122,Step 6,Select Detectors to be used,,info,0.45,All system detector must be Focus if selected | Must be stected Focus Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C67,"{""message"": ""All system detector must be Focus if selected | Must be stected Focus Bucky""}",,note,info,,,
dt_review:0129,decision_tree:0129,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8620148,Step 6,Select Detectors to be used,us,hard_block,0.9,US & C Market Only All system detector must be Focus if selected | Must be stected Focus Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C68,"{""allowed_regions"": [""us""], ""source_text"": ""US & C Market Only All system detector must be Focus if selected | Must be stected Focus Bucky""}",,region_allow,hard_block,,,
dt_review:0130,decision_tree:0130,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6702336,Step 6,Select Detectors to be used,,info,0.45,All system detector must be Focus if selected | Must be stected Focus Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C69,"{""message"": ""All system detector must be Focus if selected | Must be stected Focus Bucky""}",,note,info,,,
dt_review:0131,decision_tree:0131,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621278,Step 6,Select Detectors to be used,us,hard_block,0.9,US & C Market Only All system detector must be Focus if selected | Must be stected Focus Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C70,"{""allowed_regions"": [""us""], ""source_text"": ""US & C Market Only All system detector must be Focus if selected | Must be stected Focus Bucky""}",,region_allow,hard_block,,,
dt_review:0132,decision_tree:0132,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705727,Step 6,Select Detectors to be used,,info,0.45,All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C71,"{""message"": ""All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky""}",,note,info,,,
dt_review:0133,decision_tree:0133,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705735,Step 6,Select Detectors to be used,,info,0.45,All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C72,"{""message"": ""All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky""}",,note,info,,,
dt_review:0134,decision_tree:0134,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8625246,Step 6,Select Detectors to be used,us,hard_block,0.9,US & C Market Only .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C73,"{""allowed_regions"": [""us""], ""source_text"": ""US & C Market Only .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky""}",,region_allow,hard_block,,,
dt_review:0135,decision_tree:0135,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8625253,Step 6,Select Detectors to be used,us,hard_block,0.9,US & C Market Only .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C74,"{""allowed_regions"": [""us""], ""source_text"": ""US & C Market Only .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky""}",,region_allow,hard_block,,,
dt_review:0136,decision_tree:0136,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623316,Step 6,Select Detectors to be used,,info,0.45,All system detector must be DRX Plus or Focus HD if selected | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C75,"{""message"": ""All system detector must be DRX Plus or Focus HD if selected | Must be stected DRX Bucky""}",,note,info,,,
dt_review:0137,decision_tree:0137,choose_one,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 7,Select Wireless Access Point (Must Select One),,hard_block,0.9,Step 7 | Select Wireless Access Point (Must Select One),Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C78,"{""max"": 1, ""min"": 1, ""option_group"": ""Select Wireless Access Point (Must Select One)"", ""source_text"": ""Step 7 | Select Wireless Access Point (Must Select One)"", ""step_id"": ""Step 7""}",,choose_one,hard_block,,,
dt_review:0138,decision_tree:0138,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 7,Select Wireless Access Point (Must Select One),,info,0.45,Included in System/Console Price but must be ordered to select type,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C80,"{""message"": ""Included in System/Console Price but must be ordered to select type""}",,note,info,,,
dt_review:0139,decision_tree:0139,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8625899,Step 7,Select Wireless Access Point (Must Select One),us,info,0.45,US Aruba 1038,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C84,"{""message"": ""US Aruba 1038""}",,note,info,,,
dt_review:0140,decision_tree:0140,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8625931,Step 7,Select Wireless Access Point (Must Select One),us,info,0.45,US Aruba 1038,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C85,"{""message"": ""US Aruba 1038""}",,note,info,,,
dt_review:0141,decision_tree:0141,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8625956,Step 7,Select Wireless Access Point (Must Select One),us,info,0.45,US Aruba 1038,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C86,"{""message"": ""US Aruba 1038""}",,note,info,,,
dt_review:0142,decision_tree:0142,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8625964,Step 7,Select Wireless Access Point (Must Select One),us,info,0.45,US Aruba 1038,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C87,"{""message"": ""US Aruba 1038""}",,note,info,,,
dt_review:0143,decision_tree:0143,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8622466,Step 7,Select Wireless Access Point (Must Select One),us,info,0.45,US Aruba 1038,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C88,"{""message"": ""US Aruba 1038""}",,note,info,,,
dt_review:0144,decision_tree:0144,choose_one,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 8,Must Select one of the following Tube Options,,hard_block,0.9,Step 8 | Must Select one of the following Tube Options,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C92,"{""max"": 1, ""min"": 1, ""option_group"": ""Must Select one of the following Tube Options"", ""source_text"": ""Step 8 | Must Select one of the following Tube Options"", ""step_id"": ""Step 8""}",,choose_one,hard_block,,,
dt_review:0145,decision_tree:0145,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 9a,"Pick Wallstand Type if desired, If ordered must also order a Wallstand Bucky additionally includes 35ft Cable Bundle",,info,0.45,"Step 9a | Pick Wallstand Type if desired, If ordered must also order a Wallstand Bucky additionally includes 35ft Cable Bundle",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C99,"{""message"": ""Step 9a | Pick Wallstand Type if desired, If ordered must also order a Wallstand Bucky additionally includes 35ft Cable Bundle""}",,note,info,,,
dt_review:0146,decision_tree:0146,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,hard_block,0.75,Step 9b | Pick Wallstand Bucky Type along with Wallstand as required,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C108,"{""then"": {""requirement_text"": ""Step 9b | Pick Wallstand Bucky Type along with Wallstand as required""}, ""when"": {""step_id"": ""Step 9b""}}",,require,hard_block,,,
dt_review:0147,decision_tree:0147,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6701726,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C110,"{""message"": ""Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector""}",,note,info,,,
dt_review:0148,decision_tree:0148,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621807,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C111,"{""message"": ""Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector""}",,note,info,,,
dt_review:0149,decision_tree:0149,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621906,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C112,"{""message"": ""Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector""}",,note,info,,,
dt_review:0150,decision_tree:0150,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621815,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C113,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0151,decision_tree:0151,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621823,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C114,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0152,decision_tree:0152,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621831,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C115,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0153,decision_tree:0153,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621856,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C116,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0154,decision_tree:0154,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621864,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C117,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0155,decision_tree:0155,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621872,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C118,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0156,decision_tree:0156,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621898,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C119,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0157,decision_tree:0157,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6709760,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C120,"{""message"": ""Use Only With Other DRX Detector | Only be selected when use DRX or Focus HD detector""}",,note,info,,,
dt_review:0158,decision_tree:0158,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6709778,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector | Only be selected when use Focus detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C121,"{""message"": ""Use Only With Other Focus Detector | Only be selected when use Focus detector""}",,note,info,,,
dt_review:0159,decision_tree:0159,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 9c,If required Select Revise to Wallstand Cable Extension,,hard_block,0.75,Step 9c | If required Select Revise to Wallstand Cable Extension,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C124,"{""then"": {""requirement_text"": ""Step 9c | If required Select Revise to Wallstand Cable Extension""}, ""when"": {""step_id"": ""Step 9c""}}",,require,hard_block,,,
dt_review:0160,decision_tree:0160,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705016,Step 9c,If required Select Revise to Wallstand Cable Extension,,info,0.45,"Compass FMT WS Cable bundle30 extension Power, Grounding, E-chain, CANBUS - add to standard 35 ft Extension",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C126,"{""message"": ""Compass FMT WS Cable bundle30 extension Power, Grounding, E-chain, CANBUS - add to standard 35 ft Extension""}",,note,info,,,
dt_review:0161,decision_tree:0161,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 10,For Systems with a Wallstand: Pick at least ONE Grid to match Detector Used,,info,0.45,Step 10 | For Systems with a Wallstand: Pick at least ONE Grid to match Detector Used,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C128,"{""message"": ""Step 10 | For Systems with a Wallstand: Pick at least ONE Grid to match Detector Used""}",,note,info,,,
dt_review:0162,decision_tree:0162,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 10,For Systems with a Wallstand: Pick at least ONE Grid to match Detector Used,,info,0.45,(40LPcm = 103 LPI is standard in BMI) (44 l/cm is recommended for Focus Detectors),Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C130,"{""message"": ""(40LPcm = 103 LPI is standard in BMI) (44 l/cm is recommended for Focus Detectors)""}",,note,info,,,
dt_review:0163,decision_tree:0163,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 11a,"Pick Table Type if desired, If ordered must also order a Table Bucky additionally includes 35ft Cable Bundle",,info,0.45,"Step 11a | Pick Table Type if desired, If ordered must also order a Table Bucky additionally includes 35ft Cable Bundle",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C138,"{""message"": ""Step 11a | Pick Table Type if desired, If ordered must also order a Table Bucky additionally includes 35ft Cable Bundle""}",,note,info,,,
dt_review:0164,decision_tree:0164,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6705222,Step 11a,"Pick Table Type if desired, If ordered must also order a Table Bucky additionally includes 35ft Cable Bundle",,info,0.45,Table QT-750 Digital w/o AT Bucky C/F ONLY sold with Manual Tubestand,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C142,"{""message"": ""Table QT-750 Digital w/o AT Bucky C/F ONLY sold with Manual Tubestand""}",,note,info,,,
dt_review:0165,decision_tree:0165,require,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,,Step 11b,Pick Table Bucky Type along with Table as required,,hard_block,0.75,Step 11b | Pick Table Bucky Type along with Table as required,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C146,"{""then"": {""requirement_text"": ""Step 11b | Pick Table Bucky Type along with Table as required""}, ""when"": {""step_id"": ""Step 11b""}}",,require,hard_block,,,
dt_review:0166,decision_tree:0166,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621922,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,DRX Detector Use Only | Only select when use DRX or Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C148,"{""message"": ""DRX Detector Use Only | Only select when use DRX or Focus HD detector""}",,note,info,,,
dt_review:0167,decision_tree:0167,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8621971,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,DRX Detector Use Only | Only select when use DRX or Focus HD detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C149,"{""message"": ""DRX Detector Use Only | Only select when use DRX or Focus HD detector""}",,note,info,,,
