review_id,rule_id,rule_type,current_review_status,engine_status,review_reason,product_id,step_id,applies_to_step_id,regions,strength,confidence,message,source_sheet,source_cell,review_decision,final_rule_type,final_effect,normalized_payload,reviewer,reviewed_at,review_notes
review:0096,DRX-Compass FMT WW!E118:8621872:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621872,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E118,,review_needed,review_needed,,,,
review:0097,DRX-Compass FMT WW!F118:8621872:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621872,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F118,,review_needed,review_needed,,,,
review:0098,DRX-Compass FMT WW!D119:8621898:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621898,fmt_step_9b,,,unknown,0.6,Focus WOD Bucky for WS Left,DRX-Compass FMT WW,D119,,detector_bucky_compatibility,hard_block,,,,
review:0099,DRX-Compass FMT WW!E119:8621898:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621898,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E119,,review_needed,review_needed,,,,
review:0100,DRX-Compass FMT WW!F119:8621898:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621898,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F119,,review_needed,review_needed,,,,
review:0101,DRX-Compass FMT WW!D120:6709760:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,6709760,fmt_step_9b,,,unknown,0.6,DRX WOD Bucky for WS Right,DRX-Compass FMT WW,D120,,detector_bucky_compatibility,hard_block,,,,
review:0102,DRX-Compass FMT WW!E120:6709760:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6709760,fmt_step_9b,,,hard_block,0.6,Use Only With Other DRX Detector,DRX-Compass FMT WW,E120,,review_needed,review_needed,,,,
review:0103,DRX-Compass FMT WW!F120:6709760:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6709760,fmt_step_9b,,,hard_block,0.6,Only be selected when use DRX or Focus HD detector,DRX-Compass FMT WW,F120,,review_needed,review_needed,,,,
review:0104,DRX-Compass FMT WW!D121:6709778:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,6709778,fmt_step_9b,,,unknown,0.6,Focus WOD Bucky for WS Right,DRX-Compass FMT WW,D121,,detector_bucky_compatibility,hard_block,,,,
review:0105,DRX-Compass FMT WW!E121:6709778:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6709778,fmt_step_9b,,,hard_block,0.6,Use Only With Other Focus Detector,DRX-Compass FMT WW,E121,,review_needed,review_needed,,,,
review:0106,DRX-Compass FMT WW!F121:6709778:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6709778,fmt_step_9b,,,hard_block,0.6,Only be selected when use Focus detector,DRX-Compass FMT WW,F121,,review_needed,review_needed,,,,
review:0107,DRX-Compass FMT WW!B131:any_one_of_n,any_one_of_n,auto_approved,not_implemented,not_yet_implemented_option_cardinality,,,fmt_step_10,,hard_block,0.95,Any one of the 5,DRX-Compass FMT WW,B131,,choose_one,hard_block,,,,
review:0108,DRX-Compass FMT WW!D131:8621997:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621997,fmt_step_10,,,unknown,0.6,GRID 103L/I FD 40-72 10:1,DRX-Compass FMT WW,D131,,review_needed,review_needed,,,,
review:0109,DRX-Compass FMT WW!E131:8621997:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8621997,fmt_step_10,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E131,,detector_grid_support,hard_block,,,,
review:0110,DRX-Compass FMT WW!D132:6701718:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701718,fmt_step_10,,,unknown,0.6,GRID 44LINE/CM FD 130 10:1,DRX-Compass FMT WW,D132,,review_needed,review_needed,,,,
review:0111,DRX-Compass FMT WW!E132:6701718:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,6701718,fmt_step_10,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E132,,detector_grid_support,hard_block,,,,
review:0112,DRX-Compass FMT WW!D133:8622029:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622029,fmt_step_10,,,unknown,0.6,GRID 200L/I FD 40-72 10:1,DRX-Compass FMT WW,D133,,review_needed,review_needed,,,,
review:0113,DRX-Compass FMT WW!E133:8622029:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8622029,fmt_step_10,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E133,,detector_grid_support,hard_block,,,,
review:0114,DRX-Compass FMT WW!D134:8622052:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622052,fmt_step_10,,,unknown,0.6,GRID 44LINE/CM FD 130 12:1,DRX-Compass FMT WW,D134,,review_needed,review_needed,,,,
review:0115,DRX-Compass FMT WW!E134:8622052:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8622052,fmt_step_10,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E134,,detector_grid_support,hard_block,,,,
review:0116,DRX-Compass FMT WW!D135:8622045:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622045,fmt_step_10,,,unknown,0.6,GRID 44LINE/CM FD 100 12:1 LANDSCAPE,DRX-Compass FMT WW,D135,,review_needed,review_needed,,,,
review:0117,DRX-Compass FMT WW!E135:8622045:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8622045,fmt_step_10,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E135,,detector_grid_support,hard_block,,,,
review:0118,DRX-Compass FMT WW!D136:8622060:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622060,fmt_step_10,,,unknown,0.6,GRID 44LINE/CM FD 180 12:1,DRX-Compass FMT WW,D136,,review_needed,review_needed,,,,
review:0119,DRX-Compass FMT WW!E136:8622060:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8622060,fmt_step_10,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E136,,detector_grid_support,hard_block,,,,
review:0120,DRX-Compass FMT WW!B140:any_one_of_n,any_one_of_n,auto_approved,not_implemented,not_yet_implemented_option_cardinality,,,fmt_step_11a,,hard_block,0.95,Any one of the 5,DRX-Compass FMT WW,B140,,choose_one,hard_block,,,,
review:0121,DRX-Compass FMT WW!D140:6701676:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701676,fmt_step_11a,,C,unknown,0.6,Table QT-740 w/oBucky w/oAT C/F,DRX-Compass FMT WW,D140,,review_needed,review_needed,,,,
review:0122,DRX-Compass FMT WW!E140:6701676:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701676,fmt_step_11a,,,unknown,0.6,"QT-740 Float Top, Non-Elevating without Bucky Tracking",DRX-Compass FMT WW,E140,,review_needed,review_needed,,,,
review:0123,DRX-Compass FMT WW!D141:6701668:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701668,fmt_step_11a,,C,unknown,0.6,Table QT-740 w/oBucky w/AT C/F,DRX-Compass FMT WW,D141,,review_needed,review_needed,,,,
review:0124,DRX-Compass FMT WW!E141:6701668:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701668,fmt_step_11a,,,unknown,0.6,"QT-740 Float Top, Non-Elevating with Bucky Tracking",DRX-Compass FMT WW,E141,,review_needed,review_needed,,,,
review:0125,DRX-Compass FMT WW!D142:6705222:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6705222,fmt_step_11a,,C,unknown,0.6,Table QT-750 Digital w/o AT Bucky C/F,DRX-Compass FMT WW,D142,,review_needed,review_needed,,,,
review:0126,DRX-Compass FMT WW!E142:6705222:free_text_constraint,free_text_constraint,needs_review,partially_implemented_region_rule,natural_language_constraint_needs_normalization,6705222,fmt_step_11a,,C,hard_block,0.6,Table QT-750 Digital w/o AT Bucky C/F ONLY sold with Manual Tubestand,DRX-Compass FMT WW,E142,,review_needed,review_needed,,,,
review:0127,DRX-Compass FMT WW!D143:6701692:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701692,fmt_step_11a,,C,unknown,0.6,Table QT-750 w/o Bucky C/F,DRX-Compass FMT WW,D143,,review_needed,review_needed,,,,
review:0128,DRX-Compass FMT WW!E143:6701692:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701692,fmt_step_11a,,,unknown,0.6,"QT-750 Float Top ,Elevating with Bucky Tracking",DRX-Compass FMT WW,E143,,review_needed,review_needed,,,,
review:0129,DRX-Compass FMT WW!B148:any_one_of_n,any_one_of_n,auto_approved,not_implemented,not_yet_implemented_option_cardinality,,,fmt_step_11b,,hard_block,0.95,Any one of the 6,DRX-Compass FMT WW,B148,,choose_one,hard_block,,,,
review:0130,DRX-Compass FMT WW!D148:8621922:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621922,fmt_step_11b,,,unknown,0.6,DRX Intermix Bucky for Table,DRX-Compass FMT WW,D148,,detector_bucky_compatibility,hard_block,,,,
review:0131,DRX-Compass FMT WW!E148:8621922:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621922,fmt_step_11b,,,hard_block,0.6,DRX Detector Use Only,DRX-Compass FMT WW,E148,,review_needed,review_needed,,,,
review:0132,DRX-Compass FMT WW!F148:8621922:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621922,fmt_step_11b,,,hard_block,0.6,Only select when use DRX or Focus HD detector,DRX-Compass FMT WW,F148,,review_needed,review_needed,,,,
review:0133,DRX-Compass FMT WW!D149:8621971:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621971,fmt_step_11b,,,unknown,0.6,DRX WOD Bucky for Table,DRX-Compass FMT WW,D149,,detector_bucky_compatibility,hard_block,,,,
review:0134,DRX-Compass FMT WW!E149:8621971:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621971,fmt_step_11b,,,hard_block,0.6,DRX Detector Use Only,DRX-Compass FMT WW,E149,,review_needed,review_needed,,,,
review:0135,DRX-Compass FMT WW!F149:8621971:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621971,fmt_step_11b,,,hard_block,0.6,Only select when use DRX or Focus HD detector,DRX-Compass FMT WW,F149,,review_needed,review_needed,,,,
review:0136,DRX-Compass FMT WW!D150:8621930:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621930,fmt_step_11b,,,unknown,0.6,Focus 35C Bucky for Table,DRX-Compass FMT WW,D150,,detector_bucky_compatibility,hard_block,,,,
review:0137,DRX-Compass FMT WW!E150:8621930:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621930,fmt_step_11b,,,hard_block,0.6,Focus Detector Use ONLY,DRX-Compass FMT WW,E150,,review_needed,review_needed,,,,
review:0138,DRX-Compass FMT WW!F150:8621930:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621930,fmt_step_11b,,,hard_block,0.6,Only select when use Focus detector,DRX-Compass FMT WW,F150,,review_needed,review_needed,,,,
review:0139,DRX-Compass FMT WW!D151:8621948:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621948,fmt_step_11b,,,unknown,0.6,Focus 43C Bucky for Table,DRX-Compass FMT WW,D151,,detector_bucky_compatibility,hard_block,,,,
review:0140,DRX-Compass FMT WW!E151:8621948:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621948,fmt_step_11b,,,hard_block,0.6,Focus Detector Use ONLY,DRX-Compass FMT WW,E151,,review_needed,review_needed,,,,
review:0141,DRX-Compass FMT WW!F151:8621948:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621948,fmt_step_11b,,,hard_block,0.6,Only select when use Focus detector,DRX-Compass FMT WW,F151,,review_needed,review_needed,,,,
review:0142,DRX-Compass FMT WW!D152:8621955:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621955,fmt_step_11b,,,unknown,0.6,Focus Intermix Bucky for Table,DRX-Compass FMT WW,D152,,detector_bucky_compatibility,hard_block,,,,
review:0143,DRX-Compass FMT WW!E152:8621955:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621955,fmt_step_11b,,,hard_block,0.6,Focus Detector Use ONLY,DRX-Compass FMT WW,E152,,review_needed,review_needed,,,,
review:0144,DRX-Compass FMT WW!F152:8621955:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621955,fmt_step_11b,,,hard_block,0.6,Only select when use Focus detector,DRX-Compass FMT WW,F152,,review_needed,review_needed,,,,
review:0145,DRX-Compass FMT WW!D153:8621963:detector_bucky_match,detector_bucky_match,needs_review,not_implemented,not_yet_implemented_detector_bucky_check,8621963,fmt_step_11b,,,unknown,0.6,Focus WOD Bucky for Table,DRX-Compass FMT WW,D153,,detector_bucky_compatibility,hard_block,,,,
review:0146,DRX-Compass FMT WW!E153:8621963:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621963,fmt_step_11b,,,hard_block,0.6,Focus Detector Use ONLY,DRX-Compass FMT WW,E153,,review_needed,review_needed,,,,
review:0147,DRX-Compass FMT WW!F153:8621963:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621963,fmt_step_11b,,,hard_block,0.6,Only select when use Focus detector,DRX-Compass FMT WW,F153,,review_needed,review_needed,,,,
review:0148,DRX-Compass FMT WW!D157:6705172:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6705172,fmt_step_11c,,,unknown,0.6,Mechanical Table Bucky Track w/FMT Tube,DRX-Compass FMT WW,D157,,review_needed,review_needed,,,,
review:0149,DRX-Compass FMT WW!E157:6705172:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6705172,fmt_step_11c,,,unknown,0.6,Kit - Mechanical Bucky tracker,DRX-Compass FMT WW,E157,,review_needed,review_needed,,,,
review:0150,DRX-Compass FMT WW!B163:any_one_of_n,any_one_of_n,auto_approved,not_implemented,not_yet_implemented_option_cardinality,,,fmt_step_12,,hard_block,0.95,Any one of the 7,DRX-Compass FMT WW,B163,,choose_one,hard_block,,,,
review:0151,DRX-Compass FMT WW!D163:8621989:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8621989,fmt_step_12,,,unknown,0.6,GRID 103L/I FD 34-44 10:1,DRX-Compass FMT WW,D163,,review_needed,review_needed,,,,
review:0152,DRX-Compass FMT WW!E163:8621989:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8621989,fmt_step_12,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E163,,detector_grid_support,hard_block,,,,
review:0153,DRX-Compass FMT WW!D164:6701700:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701700,fmt_step_12,,,unknown,0.6,GRID 44LINE/CM FD 100 10:1,DRX-Compass FMT WW,D164,,review_needed,review_needed,,,,
review:0154,DRX-Compass FMT WW!E164:6701700:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,6701700,fmt_step_12,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E164,,detector_grid_support,hard_block,,,,
review:0155,DRX-Compass FMT WW!D165:6701718:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701718,fmt_step_12,,,unknown,0.6,GRID 44LINE/CM FD 130 10:1,DRX-Compass FMT WW,D165,,review_needed,review_needed,,,,
review:0156,DRX-Compass FMT WW!E165:6701718:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,6701718,fmt_step_12,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E165,,detector_grid_support,hard_block,,,,
review:0157,DRX-Compass FMT WW!D166:8622011:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622011,fmt_step_12,,,unknown,0.6,GRID 200L/I FD 34-44 10:1,DRX-Compass FMT WW,D166,,review_needed,review_needed,,,,
review:0158,DRX-Compass FMT WW!E166:8622011:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8622011,fmt_step_12,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E166,,detector_grid_support,hard_block,,,,
review:0159,DRX-Compass FMT WW!D167:8622037:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622037,fmt_step_12,,,unknown,0.6,GRID 44LINE/CM FD 100 12:1,DRX-Compass FMT WW,D167,,review_needed,review_needed,,,,
review:0160,DRX-Compass FMT WW!E167:8622037:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8622037,fmt_step_12,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E167,,detector_grid_support,hard_block,,,,
review:0161,DRX-Compass FMT WW!D168:8622052:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622052,fmt_step_12,,,unknown,0.6,GRID 44LINE/CM FD 130 12:1,DRX-Compass FMT WW,D168,,review_needed,review_needed,,,,
review:0162,DRX-Compass FMT WW!E168:8622052:detector_grid_match,detector_grid_match,needs_review,partially_implemented_detector_grid_matrix,candidate_detector_grid_rule_needs_confirmation,8622052,fmt_step_12,,,unknown,0.6,refer Config Matrix of Detector&Grid,DRX-Compass FMT WW,E168,,detector_grid_support,hard_block,,,,
review:0163,DRX-Compass FMT WW!F172:6576136:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6576136,fmt_step_13,,,hard_block,0.6,Only select for CGF Generator (Already exsit in the CGN generator),DRX-Compass FMT WW,F172,,review_needed,review_needed,,,,
review:0164,DRX-Compass FMT WW!E184:8622821:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622821,fmt_step_15a,,,unknown,0.6,Availability Varies by Region & Detector Selection,DRX-Compass FMT WW,E184,,review_needed,review_needed,,,,
review:0165,DRX-Compass FMT WW!D197:8623027:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8623027,fmt_step_15a,,C,unknown,0.6,SMARTGRID SOFTWARE FOR DRX-C/F,DRX-Compass FMT WW,D197,,review_needed,review_needed,,,,
review:0166,DRX-Compass FMT WW!E199:6703839:free_text_constraint,free_text_constraint,needs_review,partially_implemented_region_rule,natural_language_constraint_needs_normalization,6703839,fmt_step_15a,,C,hard_block,0.6,China ONLY at launch,DRX-Compass FMT WW,E199,,review_needed,review_needed,,,,
review:0167,DRX-Compass FMT WW!D205:8623118:free_text_constraint,free_text_constraint,needs_review,partially_implemented_region_rule,natural_language_constraint_needs_normalization,8623118,fmt_step_15a,,C,hard_block,0.6,DR TQT ADDL SW ONLY FOR DRX-C/F,DRX-Compass FMT WW,D205,,review_needed,review_needed,,,,
review:0168,DRX-Compass FMT WW!E211:8622862:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622862,fmt_step_15b,,C;OUS;US,unknown,0.6,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,DRX-Compass FMT WW,E211,,review_needed,review_needed,,,,
review:0169,DRX-Compass FMT WW!E218:8622987:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622987,fmt_step_15b,,C;OUS;US,unknown,0.6,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,DRX-Compass FMT WW,E218,,review_needed,review_needed,,,,
review:0170,DRX-Compass FMT WW!E219:8622995:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8622995,fmt_step_15b,,C;OUS;US,unknown,0.6,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,DRX-Compass FMT WW,E219,,review_needed,review_needed,,,,
review:0171,DRX-Compass FMT WW!D221:8623027:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8623027,fmt_step_15b,,C,unknown,0.6,SMARTGRID SOFTWARE FOR DRX-C/F,DRX-Compass FMT WW,D221,,review_needed,review_needed,,,,
review:0172,DRX-Compass FMT WW!E222:8623035:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8623035,fmt_step_15b,,C;OUS;US,unknown,0.6,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,DRX-Compass FMT WW,E222,,review_needed,review_needed,,,,
review:0173,DRX-Compass FMT WW!E223:6703839:free_text_constraint,free_text_constraint,needs_review,partially_implemented_region_rule,natural_language_constraint_needs_normalization,6703839,fmt_step_15b,,C,hard_block,0.6,China ONLY at launch,DRX-Compass FMT WW,E223,,review_needed,review_needed,,,,
review:0174,DRX-Compass FMT WW!E225:8623076:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8623076,fmt_step_15b,,C;OUS;US,unknown,0.6,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,DRX-Compass FMT WW,E225,,review_needed,review_needed,,,,
review:0175,DRX-Compass FMT WW!E227:8623084:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8623084,fmt_step_15b,,C;OUS;US,unknown,0.6,Availability Varies by Region Currently Yes (OUS & C ) NO US & C,DRX-Compass FMT WW,E227,,review_needed,review_needed,,,,
review:0176,DRX-Compass FMT WW!F231:8622102:must_select,must_select,auto_approved,not_implemented,not_yet_implemented_required_selection,8622102,fmt_step_16,,,hard_block,0.9,Must be selected when GCC Revisiong,DRX-Compass FMT WW,F231,,must_select,hard_block,,,,
review:0177,DRX-Compass FMT WW!F232:8622110:must_select,must_select,auto_approved,not_implemented,not_yet_implemented_required_selection,8622110,fmt_step_16,,,hard_block,0.9,Must be selected when GCC Revisiong,DRX-Compass FMT WW,F232,,must_select,hard_block,,,,
review:0178,DRX-Compass FMT WW!F237:8615460:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8615460,fmt_step_16,,,hard_block,0.6,Only for DRX detector,DRX-Compass FMT WW,F237,,review_needed,review_needed,,,,
review:0179,DRX-Compass FMT WW!F238:8618183:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,8618183,fmt_step_16,,,hard_block,0.6,Only for DRX detector,DRX-Compass FMT WW,F238,,review_needed,review_needed,,,,
review:0180,DRX-Compass FMT WW!F240:6701148:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6701148,fmt_step_16,,,hard_block,0.6,Only for Focus detector,DRX-Compass FMT WW,F240,,review_needed,review_needed,,,,
review:0181,DRX-Compass FMT WW!F241:6705859:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6705859,fmt_step_16,,,hard_block,0.6,Only for Focus HD detector,DRX-Compass FMT WW,F241,,review_needed,review_needed,,,,
review:0182,DRX-Compass FMT WW!D249:6565667:free_text_constraint,free_text_constraint,needs_review,not_implemented,natural_language_constraint_needs_normalization,6565667,fmt_step_16,,,unknown,0.6,Universal Grid Holder,DRX-Compass FMT WW,D249,,review_needed,review_needed,,,,
review:0183,DRX-Compass FMT WW!D259:step_rule,feature_requirement,needs_review,not_implemented,not_yet_implemented_requirement_rule,,,,,unknown,0.65,Smart Room: Choose 17a or 17b,DRX-Compass FMT WW,D259,,require,hard_block,,,,
review:0184,DRX-Compass FMT WW!D261:step_rule,feature_requirement,needs_review,not_implemented,not_yet_implemented_requirement_rule,,,,,unknown,0.65,Smart Room Assist,DRX-Compass FMT WW,D261,,require,hard_block,,,,
review:0185,DRX-Compass FMT WW!E262:8626756:region_exclusion,region_exclusion,auto_approved,not_implemented,not_yet_implemented_region_block,8626756,fmt_step_17a,,C;US,unknown,0.9,WW ex US&C,DRX-Compass FMT WW,E262,,region_block,hard_block,,,,
review:0186,DRX-Compass FMT WW!E263:8626780:region_exclusion,region_exclusion,auto_approved,not_implemented,not_yet_implemented_region_block,8626780,fmt_step_17a,,C;US,unknown,0.9,WW ex US&C,DRX-Compass FMT WW,E263,,region_block,hard_block,,,,
review:0187,DRX-Compass FMT WW!D264:6704845:feature_requirement,feature_requirement,needs_review,not_implemented,not_yet_implemented_requirement_rule,6704845,fmt_step_17a,,C,unknown,0.6,REMOTE CONTROLLER FOR SMART ROOM DRX-C,DRX-Compass FMT WW,D264,,require,hard_block,,,,
review:0188,DRX-Compass FMT WW!E264:6704845:region_exclusion,region_exclusion,auto_approved,not_implemented,not_yet_implemented_region_block,6704845,fmt_step_17a,,C;US,unknown,0.9,WW ex US&C,DRX-Compass FMT WW,E264,,region_block,hard_block,,,,
review:0189,DRX-Compass FMT WW!D265:6708697:feature_requirement,feature_requirement,needs_review,not_implemented,not_yet_implemented_requirement_rule,6708697,fmt_step_17a,,C,unknown,0.6,SMART ROOM ASSIST FOR DRX-C/F,DRX-Compass FMT WW,D265,,require,hard_block,,,,
review:0190,DRX-Compass FMT WW!E265:6708697:region_exclusion,region_exclusion,auto_approved,not_implemented,not_yet_implemented_region_block,6708697,fmt_step_17a,,C;US,unknown,0.9,SW Licence Kit， WW ex US&C,DRX-Compass FMT WW,E265,,region_block,hard_block,,,,
review:0191,DRX-Compass FMT WW!E266:6708705:region_exclusion,region_exclusion,auto_approved,not_implemented,not_yet_implemented_region_block,6708705,fmt_step_17a,,C;EU;US,unknown,0.9,"SW Licence Kit， WW ex EU,US&C",DRX-Compass FMT WW,E266,,region_block,hard_block,,,,
review:0192,DRX-Compass FMT WW!E267:8627465:region_exclusion,region_exclusion,auto_approved,not_implemented,not_yet_implemented_region_block,8627465,fmt_step_17a,,C;EU;US,unknown,0.9,"SW Licence Kit， WW ex EU,US&C",DRX-Compass FMT WW,E267,,region_block,hard_block,,,,
